Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
23015255,Eye of the Beholder: The Almost Perfect Murder of Anchorwoman Diane Newton King,Lowell Cauffiel,"Cauffiel, Lowell",,"=""""","=""""",0,3.81,MysteriousPress.com/Open Road,Kindle Edition,660,2014,1994,,2025/05/14,currently-reading,currently-reading (#267),currently-reading,,,,1,0
6569709,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",0,4.01,Anchor,Kindle Edition,432,2004,2003,,2025/05/14,currently-reading,currently-reading (#268),currently-reading,,,,1,0
28965591,The Evil Within: Murdered by her stepbrother – the crime that shocked a nation. The heartbreaking story of Becky Watts by her father,Darren Galsworthy,"Galsworthy, Darren",,"=""000817962X""","=""""",0,4.28,HarperElement,Kindle Edition,288,2016,2016,2025/05/13,2025/05/12,,,read,,,,1,0
39802576,The Comedians,Graham Greene,"Greene, Graham",,"=""150405251X""","=""9781504052511""",0,3.99,Open Road Media,Kindle Edition,320,2018,1966,,2025/05/12,currently-reading,currently-reading (#266),currently-reading,,,,1,0
48997606,Fail Big: Fail Your Way to Success and Break All the Rules to Get There,Scott  Allan,"Allan, Scott",,"=""1989599230""","=""9781989599235""",0,4.06,Scott Allan Publishing,Kindle Edition,171,2019,,,2025/05/11,currently-reading,currently-reading (#265),currently-reading,,,,1,0
19060040,Difficult Mothers: Understanding and Overcoming Their Power,Terri Apter,"Apter, Terri",,"=""""","=""""",0,3.82,W. W. Norton & Company,Kindle Edition,258,2012,2012,,2025/05/11,currently-reading,currently-reading (#264),currently-reading,,,,1,0
61386803,Bad City: Peril and Power in the City of Angels,Paul Pringle,"Pringle, Paul",,"=""1250824095""","=""9781250824097""",0,4.21,Celadon Books,Kindle Edition,305,2022,2022,,2025/05/09,currently-reading,currently-reading (#263),currently-reading,,,,1,0
18903785,Home Production of Quality Meats and Sausages,Stanley Marianski,"Marianski, Stanley",Adam Marianski,"=""0983697361""","=""9780983697367""",0,4.39,Bookmagic LLC,Kindle Edition,989,2013,2010,,2025/05/09,currently-reading,currently-reading (#262),currently-reading,,,,1,0
75444247,The Innovation Tournament Handbook: A Step-by-Step Guide to Finding Exceptional Solutions to Any Challenge,Christian Terwiesch,"Terwiesch, Christian",Karl T. Ulrich,"=""1613631685""","=""9781613631683""",0,3.63,Wharton School Press,Kindle Edition,143,2023,,,2025/05/09,currently-reading,currently-reading (#261),currently-reading,,,,1,0
25082423,On the Side of the Poor: The Theology of Liberation,Gustavo Gutiérrez,"Gutiérrez, Gustavo",Gerhard Ludwig Müller,"=""1608335445""","=""9781608335442""",0,3.85,ORBIS,Kindle Edition,184,2015,2015,,2025/05/08,currently-reading,currently-reading (#260),currently-reading,,,,1,0
34444331,Insight: Why We Are Less Self-Aware Than We Think—and What to Do About It,Tasha Eurich,"Eurich, Tasha",,"=""0451496825""","=""9780451496829""",0,3.86,"Random House, Inc. | Crown | Currency",Kindle Edition,401,2017,2017,,2025/05/08,currently-reading,currently-reading (#259),currently-reading,,,,1,0
27140043,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""110197236X""","=""9781101972366""",0,4.30,Vintage,Kindle Edition,261,2015,1983,,2025/05/08,currently-reading,currently-reading (#258),currently-reading,,,,1,0
18902634,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""""","=""""",0,3.96,"Little, Brown and Company",Kindle Edition,774,2013,2013,,2021/07/04,currently-reading,currently-reading (#42),currently-reading,,,,1,0
30645561,Story Genius: How to Use Brain Science to Go Beyond Outlining and Write a Riveting Novel (Before You Waste Three Years Writing 327 Pages That Go Nowhere),Lisa Cron,"Cron, Lisa",,"=""""","=""""",0,4.19,Ten Speed Press,Kindle Edition,283,2016,2016,,2025/05/07,currently-reading,currently-reading (#257),currently-reading,,,,1,0
33808473,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,"Edwards, Vanessa Van",,"=""0399564500""","=""9780399564505""",0,4.11,Portfolio,Kindle Edition,289,2017,2017,,2025/05/07,currently-reading,currently-reading (#256),currently-reading,,,,1,0
41796071,A Checklist for Murder: The True Story of Robert John Peernock,Anthony Flacco,"Flacco, Anthony",,"=""""","=""""",0,4.16,Diversion Books,Kindle Edition,425,2018,1995,,2025/05/07,currently-reading,currently-reading (#255),currently-reading,,,,1,0
37558685,Shortcut Your Startup: Speed Up Success with Unconventional Advice from the Trenches,Courtney Reum,"Reum, Courtney",Carter Reum,"=""1501173014""","=""9781501173011""",0,3.87,Gallery/Jeter Publishing,Kindle Edition,285,2018,,,2025/05/07,currently-reading,currently-reading (#255),currently-reading,,,,1,0
38750397,Compassion and Emptiness in Early Buddhist Meditation,Analayo,"Analayo, Analayo",,"=""1909314625""","=""9781909314627""",0,4.49,Windhorse Publications Ltd,Kindle Edition,272,2015,2015,,2025/05/07,currently-reading,currently-reading (#254),currently-reading,,,,1,0
62036616,Sentience: The Invention of Consciousness,Nicholas Humphrey,"Humphrey, Nicholas",,"=""0262373823""","=""9780262373821""",0,3.91,MIT Press,Kindle Edition,256,2023,2022,,2025/05/07,currently-reading,currently-reading (#253),currently-reading,,,,1,0
45133684,Bad Therapist (Exposure collection),Evan Wright,"Wright, Evan",,"=""1542092116""","=""9781542092111""",5,3.57,Amazon Original Stories,Kindle Edition,180,2019,2019,2025/05/06,2025/05/06,,,read,,,,1,0
10835147,"The ""S"" Word: A Short History of an American Tradition...Socialism",John Nichols,"Nichols, John",,"=""1844678210""","=""9781844678211""",0,3.98,Verso,Kindle Edition,352,2011,2011,,2025/05/06,currently-reading,currently-reading (#252),currently-reading,,,,1,0
35464071,De-Escalate: How to Calm an Angry Person in 90 Seconds or Less,Douglas E. Noll,"Noll, Douglas E.",,"=""""","=""""",0,3.64,Atria Books/Beyond Words,Kindle Edition,258,2017,,,2025/05/03,currently-reading,currently-reading (#251),currently-reading,,,,1,0
217921079,Ramen Obsession: The Ultimate Bible for Mastering Japanese Ramen,Naomi Imatome-Yun,"Imatome-Yun, Naomi",Robin Donovan,"=""""","=""""",0,4.09,Callisto,Kindle Edition,333,2025,,,2025/04/30,currently-reading,currently-reading (#250),currently-reading,,,,1,0
60188542,The Border Within: The Economics of Immigration in an Age of Fear,Tara  Watson,"Watson, Tara",Kalee Thompson,"=""022627036X""","=""9780226270364""",0,4.49,The University of Chicago Press,Kindle Edition,313,2024,,,2025/04/30,currently-reading,currently-reading (#249),currently-reading,,,,1,0
59231588,Why Has Nobody Told Me This Before?,Julie      Smith,"Smith, Julie",,"=""0063227959""","=""9780063227958""",0,3.86,HarperOne,Kindle Edition,363,2022,2001,,2025/04/29,currently-reading,currently-reading (#248),currently-reading,,,,1,0
61335066,The Heart Is a Lonely Hunter,Carson McCullers,"McCullers, Carson",,"=""""","=""""",0,3.99,Mariner Books,Kindle Edition,371,2011,1940,,2025/04/29,currently-reading,currently-reading (#247),currently-reading,,,,1,0
214093361,"AI Snake Oil: What Artificial Intelligence Can Do, What It Can’t, and How to Tell the Difference",Arvind Narayanan,"Narayanan, Arvind",Sayash Kapoor,"=""0691249644""","=""9780691249643""",0,3.92,Princeton University Press,Kindle Edition,357,2024,2024,,2025/04/28,currently-reading,currently-reading (#246),currently-reading,,,,1,0
217923353,"Essential Spices and Herbs: Discover Them, Understand Them, Enjoy Them",Christina Nichol,"Nichol, Christina",,"=""""","=""""",0,4.23,Callisto,Kindle Edition,503,2025,2015,,2025/04/25,currently-reading,currently-reading (#245),currently-reading,,,,1,0
18883190,"The Vegetable Gardener's Container Bible: How to Grow a Bounty of Food in Pots, Tubs, and Other Containers",Edward C. Smith,"Smith, Edward C.",,"=""1603426981""","=""9781603426985""",0,4.17,"Storey Publishing, LLC",Kindle Edition,265,2024,2011,,2025/04/24,currently-reading,currently-reading (#244),currently-reading,,,,1,0
62592117,Scale: Seven Proven Principles to Grow Your Business and Get Your Life Back,David Finkel,"Finkel, David",Jeff Hoffman,"=""""","=""""",0,4.38,,Kindle Edition,290,2022,,,2025/04/24,currently-reading,currently-reading (#243),currently-reading,,,,1,0
6564051,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",0,4.12,Vintage,Kindle Edition,505,2005,2002,,2025/04/20,currently-reading,currently-reading (#242),currently-reading,,,,1,0
217923687,"Essential Speed Reading Techniques: How to Become a Better, Faster Reader",Katya Seberson,"Seberson, Katya",,"=""""","=""""",0,4.09,Callisto,Kindle Edition,55,2025,,,2025/04/14,currently-reading,currently-reading (#241),currently-reading,,,,1,0
200286618,"The Vagus Nerve Reset: Train Your Body to Heal Stress, Trauma, and Anxiety",Anna Ferguson,"Ferguson, Anna",,"=""0593689895""","=""9780593689899""",0,3.54,Zeitgeist,Kindle Edition,272,2024,2023,,2025/04/01,currently-reading,currently-reading (#240),currently-reading,,,,1,0
43183868,"How I Stayed Alive When My Brain Was Trying to Kill Me, Revised Edition: One Person's Guide to Suicide Prevention",Susan Rose Blauner,"Blauner, Susan Rose",,"=""0062936417""","=""9780062936417""",0,3.85,William Morrow Paperbacks,Kindle Edition,367,2019,2002,,2024/09/28,currently-reading,currently-reading (#145),currently-reading,,,,1,0
22304017,Fluent Forever: How to Learn Any Language Fast and Never Forget It,Gabriel Wyner,"Wyner, Gabriel",,"=""038534810X""","=""9780385348102""",0,4.08,Harmony,Kindle Edition,387,2014,2014,,2025/03/13,currently-reading,currently-reading (#239),currently-reading,,,,1,0
18920653,Extraordinary Origins of Everyday Things,Charles Panati,"Panati, Charles",,"=""""","=""""",0,4.04,William Morrow Paperbacks,Kindle Edition,480,2024,1987,,2025/03/12,currently-reading,currently-reading (#238),currently-reading,,,,1,0
38464216,High Magick: A Guide to the Spiritual Practices That Saved My Life on Death Row,Damien Echols,"Echols, Damien",Eddie Vedder,"=""1683641353""","=""9781683641353""",0,4.20,Sounds True,Kindle Edition,220,2018,,,2025/03/12,currently-reading,currently-reading (#237),currently-reading,,,,1,0
59313116,Cues: Master the Secret Language of Charismatic Communication,Vanessa Van Edwards,"Edwards, Vanessa Van",,"=""0593332202""","=""9780593332207""",0,4.23,Portfolio,Kindle Edition,317,2022,,,2025/03/11,currently-reading,currently-reading (#236),currently-reading,,,,1,0
18663990,The Man Without a Face: The Unlikely Rise of Vladimir Putin,Masha Gessen,"Gessen, Masha",,"=""1101560606""","=""9781101560600""",0,3.82,Riverhead Books,Kindle Edition,315,2012,2010,,2025/03/10,currently-reading,currently-reading (#235),currently-reading,,,,1,0
35172838,Why Dinosaurs Matter (TED Books),Kenneth Lacovara,"Lacovara, Kenneth",,"=""1501120115""","=""9781501120114""",0,3.95,Simon & Schuster/ TED,Kindle Edition,155,2017,2017,,2025/03/10,currently-reading,currently-reading (#234),currently-reading,,,,1,0
18883198,The Power of Darkness,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",0,3.66,,Kindle Edition,93,2012,1887,,2025/03/09,currently-reading,currently-reading (#233),currently-reading,,,,1,0
30779468,Psycho-Cybernetics Deluxe Edition: The Original Text of the Classic Guide to a New Life (The Psycho-Cybernetics Series),Maxwell Maltz,"Maltz, Maxwell",,"=""110199312X""","=""9781101993125""",0,4.25,Tarcher,Kindle Edition,330,2016,1960,,2025/03/09,currently-reading,currently-reading (#232),currently-reading,,,,1,0
36524580,Low Carb Soup Recipes: Delicious And Healthy Low Carb Soup Recipes,Jaime White,"White, Jaime",,"=""""","=""""",0,3.75,,Kindle Edition,35,2017,,,2025/03/09,currently-reading,currently-reading (#231),currently-reading,,,,1,0
24155584,This Has Happened: An Italian Family in Auschwitz,Piera Sonnino,"Sonnino, Piera","David Denby, Mary Doria Russell, Ann Goldstein","=""""","=""""",0,4.10,St. Martin's Press,Kindle Edition,128,2024,2004,,2025/03/09,currently-reading,currently-reading (#230),currently-reading,,,,1,0
61203268,On Disobedience: Why Freedom Means Saying “No” to Power,Erich Fromm,"Fromm, Erich",,"=""""","=""""",0,3.98,HarperCollins e-books,Kindle Edition,115,,1981,,2025/03/08,currently-reading,currently-reading (#229),currently-reading,,,,1,0
19389513,The Old World Kitchen: The Rich Tradition of European Peasant Cooking,Elisabeth Luard,"Luard, Elisabeth",,"=""1612192696""","=""9781612192697""",0,4.29,Melville House,Kindle Edition,562,2013,1986,,2025/03/08,currently-reading,currently-reading (#228),currently-reading,,,,1,0
13119596,The Idea Factory: Bell Labs and the Great Age of American Innovation,Jon Gertner,"Gertner, Jon",,"=""1101561084""","=""9781101561089""",0,4.20,Penguin Press,Kindle Edition,432,2012,2012,,2025/03/07,currently-reading,currently-reading (#227),currently-reading,,,,1,0
22070118,The small BIG: small changes that spark big influence,Steve J. Martin,"Martin, Steve J.","Noah Goldstein, Robert Cialdini","=""1455584231""","=""9781455584239""",0,3.78,Grand Central Publishing,Kindle Edition,304,2024,2014,,2025/03/07,currently-reading,currently-reading (#226),currently-reading,,,,1,0
10483471,"The Cunning Linguist: Ribald Riddles, Lascivious Limericks, Carnal Corn, and Other Good, Clean Dirty Fun!",Richard Lederer,"Lederer, Richard",Dave Morice,"=""1429906421""","=""9781429906425""",0,3.65,,Kindle Edition,310,,2001,2025/03/07,2025/03/07,,,read,,,,1,0
61402968,"The ""I Love My Air Fryer"" Three-Step Recipe Book: From Cinnamon Cereal French Toast Sticks to Southern Fried Chicken Legs, 175 Easy Recipes Made in Three Quick Steps (""I Love My"" Cookbook Series)",Michelle Fagone,"Fagone, Michelle",,"=""""","=""""",0,3.67,Adams Media,Kindle Edition,222,2022,,,2025/03/07,currently-reading,currently-reading (#225),currently-reading,,,,1,0
25599091,A Personal Anthology,Jorge Luis Borges,"Borges, Jorge Luis",,"=""080219074X""","=""9780802190741""",0,4.36,Grove Press,Kindle Edition,234,1967,1961,,2025/03/06,currently-reading,currently-reading (#224),currently-reading,,,,1,0
54798175,Later,Stephen        King,"King, Stephen",,"=""""","=""""",0,3.96,Hard Case Crime,Kindle Edition,248,2021,2021,,2025/03/06,currently-reading,currently-reading (#223),currently-reading,,,,1,0
28254557,The Dead Zone,Stephen        King,"King, Stephen",,"=""1501141155""","=""9781501141157""",0,3.97,Scribner,Kindle Edition,530,2016,1979,2025/03/06,2025/03/04,,,read,,,,1,0
34845512,The Vegetarian,Han Kang,"Kang, Han",Deborah     Smith,"=""""","=""""",0,3.65,Hogarth,Kindle Edition,185,2016,2007,,2025/03/06,currently-reading,currently-reading (#222),currently-reading,,,,1,0
43354169,Do One Thing Different: Ten Simple Ways to Change Your Life,William Hudson  O'Hanlon,"O'Hanlon, William Hudson",,"=""0062936425""","=""9780062936424""",0,3.79,William Morrow Paperbacks,Kindle Edition,224,2024,1999,,2025/03/03,currently-reading,currently-reading (#221),currently-reading,,,,1,0
35289783,The Moosewood Restaurant Table: 250 Brand-New Recipes from the Natural Foods Restaurant That Revolutionized Eating in America,The Moosewood Collective,"Collective, The Moosewood",,"=""""","=""""",0,4.11,St. Martin's Griffin,Kindle Edition,735,2024,,,2025/03/01,currently-reading,currently-reading (#220),currently-reading,,,,1,0
18780949,Creative Confidence: Unleashing the Creative Potential Within Us All,Thomas  Kelley,"Kelley, Thomas",David Kelley,"=""0385349378""","=""9780385349376""",0,3.98,Crown Currency,Kindle Edition,306,2013,2013,,2025/02/25,currently-reading,currently-reading (#219),currently-reading,,,,1,0
24473885,Rising Strong: The Reckoning. The Rumble. The Revolution.,Brené Brown,"Brown, Brené",,"=""081299583X""","=""9780812995831""",0,4.25,Random House,Kindle Edition,312,2015,2015,,2025/02/24,currently-reading,currently-reading (#218),currently-reading,,,,1,0
157686100,Poor Charlie’s Almanack: The Essential Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Munger, Charles T.","John Collison, Warren Buffett, Peter D. Kaufman","=""1953953247""","=""9781953953247""",0,4.40,Stripe Press,Kindle Edition,433,2023,2005,,2025/02/23,currently-reading,currently-reading (#217),currently-reading,,,,1,0
42114878,Fascism: A Warning,Madeleine K. Albright,"Albright, Madeleine K.",,"=""006293127X""","=""9780062931276""",0,4.25,Harper Perennial,Kindle Edition,294,2019,2018,,2025/02/20,currently-reading,currently-reading (#216),currently-reading,,,,1,0
202163649,The Self-Sufficiency Garden: Feed Your Family and Save Money,Huw Richards,"Richards, Huw",Sam Cooper,"=""059384307X""","=""9780593843079""",0,4.30,DK,Kindle Edition,,2024,2024,,2025/02/19,currently-reading,currently-reading (#215),currently-reading,,,,1,0
18989945,The Autobiography of Mark Twain,Mark Twain,"Twain, Mark",,"=""0062084704""","=""9780062084705""",0,3.94,HarperCollins e-books,Kindle Edition,562,2024,1924,,2025/02/18,currently-reading,currently-reading (#214),currently-reading,,,,1,0
43170247,"How to be a Productivity Ninja: UPDATED EDITION Worry Less, Achieve More and Love What You Do",Graham Allcott,"Allcott, Graham",,"=""1785784625""","=""9781785784620""",0,3.74,Icon Books,Kindle Edition,425,2019,2014,,2025/02/15,currently-reading,currently-reading (#213),currently-reading,,,,1,0
74852010,"Poverty, by America",Matthew Desmond,"Desmond, Matthew",,"=""059323992X""","=""9780593239926""",0,4.27,Crown,Kindle Edition,287,2023,2023,,2025/02/15,currently-reading,currently-reading (#212),currently-reading,,,,1,0
32840831,Rao's Classics: More Than 140 Italian Favorites from the Legendary New York Restaurant,Frank Pellegrino,"Pellegrino, Frank",,"=""""","=""""",0,4.13,St. Martin's Press,Kindle Edition,457,2024,,2025/02/15,2025/02/15,,,read,,,,1,0
62692595,The Big Bang of Numbers: How to Build the Universe Using Only Math,Manil Suri,"Suri, Manil",,"=""1324007044""","=""9781324007043""",0,3.87,W. W. Norton & Company,Kindle Edition,379,2022,2022,,2025/02/07,currently-reading,currently-reading (#209),currently-reading,,,,1,0
37653154,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",,"=""""","=""""",5,4.15,Currency,Kindle Edition,223,2014,2014,2025/02/13,2025/02/13,,,read,,,,1,0
204279041,Second Generation: Hungarian and Jewish Classics Reimagined for the Modern Table,Jeremy Salamon,"Salamon, Jeremy",Casey Elsass,"=""0063317249""","=""9780063317246""",0,3.75,Harvest,Kindle Edition,240,2024,,,2025/02/10,currently-reading,currently-reading (#211),currently-reading,,,,1,0
8944370,Awesomely Simple: Essential Business Strategies for Turning Ideas Into Action,John  Spence,"Spence, John",,"=""""","=""""",0,4.23,,Kindle Edition,204,,2009,,2025/02/09,currently-reading,currently-reading (#210),currently-reading,,,,1,0
8907491,The Food Matters Cookbook: 500 Revolutionary Recipes for Better Living,Mark Bittman,"Bittman, Mark",,"=""""","=""""",0,4.03,,Kindle Edition,873,,2010,,2025/02/06,currently-reading,currently-reading (#208),currently-reading,,,,1,0
32999181,Joseph Conrad: The Complete Novels,Joseph Conrad,"Conrad, Joseph",,"=""8822865499""","=""9788822865496""",0,4.30,Book House Publishing,Kindle Edition,4905,2020,2003,,2025/02/05,currently-reading,currently-reading (#207),currently-reading,,,,1,0
352047,An Experiment with Time,J.W. Dunne,"Dunne, J.W.",,"=""1571742344""","=""9781571742346""",0,3.59,Hampton Roads Publishing,Paperback,176,2001,1927,,2025/02/02,currently-reading,currently-reading (#206),currently-reading,,,,1,0
18897279,An Invitation to Indian Cooking: 50th Anniversary Edition: A Cookbook,Madhur Jaffrey,"Jaffrey, Madhur",,"=""""","=""""",0,4.22,Knopf,Kindle Edition,339,2011,1976,,2025/01/29,currently-reading,currently-reading (#204),currently-reading,,,,1,0
33275151,The Sleep Solution: Why Your Sleep is Broken and How to Fix It,W. Chris Winter,"Winter, W. Chris",,"=""0399583629""","=""9780399583629""",0,4.03,Berkley,Kindle Edition,266,2017,2017,,2025/01/29,currently-reading,currently-reading (#205),currently-reading,,,,1,0
19069909,Phaedo,Plato,"Plato, Plato",,"=""""","=""""",0,4.07,,Kindle Edition,67,2012,-380,,2025/01/29,currently-reading,currently-reading (#203),currently-reading,,,,1,0
25300908,Vegetarian India: A Journey Through the Best of Indian Home Cooking: A Cookbook,Madhur Jaffrey,"Jaffrey, Madhur",,"=""1101874872""","=""9781101874875""",0,4.20,Knopf,Kindle Edition,595,2015,2015,,2025/01/29,currently-reading,currently-reading (#202),currently-reading,,,,1,0
36277162,"Skin in the Game: Hidden Asymmetries in Daily Life (Incerto, #5)",Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0425284638""","=""9780425284636""",3,3.91,Random House,Kindle Edition,254,2018,2018,2025/01/27,2025/01/25,,,read,<strong>Enjoyable Read</strong><br/><br/>This is a book which has some interesting albeit repetitive content. In my opinion it lacks fluency. Hence the three stars.<br/><br/>The opinions are strong and make sense but the diatribes and coining of terms and insults do not flow.  I have no issue with the content but I hated the presentation. A little attention to sentence structure would go a long way.<br/><br/>The preponderance of trite phrase often tempted me to lay the book aside. If it was not for the author’s reputation I would not have persisted in completing the book. The sentence structures really galled!<br/><br/>,,,1,0
48744661,"Neurodharma: New Science, Ancient Wisdom, and Seven Practices of the Highest Happiness",Rick     Hanson,"Hanson, Rick",,"=""""","=""""",0,3.87,Harmony,Kindle Edition,342,2020,,,2025/01/25,currently-reading,currently-reading (#201),currently-reading,,,,1,0
209798946,Spend with Pennies Everyday Comfort: Family Dinner Recipes from Fresh to Cozy,Holly Nilsson,"Nilsson, Holly",,"=""0744087953""","=""9780744087956""",0,4.27,DK,Kindle Edition,583,2024,,,2025/01/24,currently-reading,currently-reading (#200),currently-reading,,,,1,0
60028890,Big Things Have Small Beginnings: Learn to Play the Great Game,Wes Berry,"Berry, Wes",,"=""1532389477""","=""9781532389474""",0,3.93,Green Dragon Services,Kindle Edition,272,2022,2018,,2025/01/22,currently-reading,currently-reading (#199),currently-reading,,,,1,0
19788793,The Essential James Beard Cookbook: 450 Recipes That Shaped the Tradition of American Cooking,James   Beard,"Beard, James",Rick Rodgers,"=""""","=""""",0,3.89,St. Martin's Press,Kindle Edition,650,2012,2012,2025/01/22,2025/01/22,,,read,,,,1,0
28453042,What Your Financial Advisor Isn't Telling You: The 10 Essential Truths You Need to Know About Your Money,Liz Davidson,"Davidson, Liz",,"=""""","=""""",0,3.68,Mariner Books,Kindle Edition,261,2018,2016,,2025/01/21,currently-reading,currently-reading (#198),currently-reading,,,,1,0
40198846,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""""","=""9780553896923""",0,4.21,Bantam Books,Kindle Edition,226,2011,1988,,2025/01/20,currently-reading,currently-reading (#197),currently-reading,,,,1,0
23544304,Your Atomic Self: The Invisible Elements That Connect You to Everything Else in the Universe,Curt Stager,"Stager, Curt",,"=""""","=""""",0,4.20,Thomas Dunne Books,Kindle Edition,321,2024,2014,,2025/01/19,currently-reading,currently-reading (#196),currently-reading,,,,1,0
123195157,Energy Follows Thought: The Stories Behind My Songs,Willie Nelson,"Nelson, Willie",David Ritz,"=""0063272210""","=""9780063272217""",0,4.11,William Morrow,Kindle Edition,461,2023,,,2025/01/19,currently-reading,currently-reading (#195),currently-reading,,,,1,0
8289912,The Suicide Run: Five Tales of the Marine Corps,William Styron,"Styron, William",,"=""""","=""""",0,3.45,,Kindle Edition,210,,2009,,2025/01/15,currently-reading,currently-reading (#194),currently-reading,,,,1,0
51564827,"Universal Methods of Design Expanded, and Revised",Bruce Hanington,"Hanington, Bruce",Bella Martin,"=""1631597493""","=""9781631597497""",0,4.38,Rockport Publishers,Kindle Edition,267,2019,,,2025/01/12,currently-reading,currently-reading (#193),currently-reading,,,,1,0
18897752,Covert Persuasion: Psychological Tactics and Tricks to Win the Game,Kevin Hogan,"Hogan, Kevin",James Speakman,"=""""","=""""",0,3.59,Jossey-Bass,Kindle Edition,278,2023,2006,,2025/01/10,currently-reading,currently-reading (#192),currently-reading,,,,1,0
19216818,How to Cook Indian: More Than 500 Classic Recipes for the Modern Kitchen,Sanjeev Kapoor,"Kapoor, Sanjeev",,"=""1613121350""","=""9781613121351""",0,3.98,"Stewart, Tabori & Chang",Kindle Edition,614,2022,2011,,2025/01/05,currently-reading,currently-reading (#191),currently-reading,,,,1,0
54230942,When We Were Orphans,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.54,Vintage,Kindle Edition,352,2001,2000,,2025/01/05,currently-reading,currently-reading (#190),currently-reading,,,,1,0
18961505,The 12 Week Year: Get More Done in 12 Weeks than Others Do in 12 Months,Brian P. Moran,"Moran, Brian P.",Michael Lennington,"=""""","=""""",0,3.86,Wiley,Kindle Edition,212,2013,2009,,2025/01/04,currently-reading,currently-reading (#189),currently-reading,,,,1,0
74872678,Pasta Veloce: Irresistibly Fast Recipes from Under the Tuscan Sun,Frances Mayes,"Mayes, Frances","Susan Wyler, Steven Rothfield","=""164700747X""","=""9781647007478""",0,3.90,Abrams,Kindle Edition,224,2023,,,2025/01/04,currently-reading,currently-reading (#188),currently-reading,,,,1,0
42745717,Pathways to Bliss: Mythology and Personal Transformation (The Collected Works of Joseph Campbell),Joseph Campbell,"Campbell, Joseph",David Kudler,"=""1611780292""","=""9781611780291""",5,4.33,Joseph Campbell Foundation,Kindle Edition,261,2018,2004,2025/01/02,2024/12/28,,,read,,,,1,0
55928578,The Hero with a Thousand Faces (The Collected Works of Joseph Campbell),Joseph Campbell,"Campbell, Joseph",,"=""""","=""""",0,4.13,Joseph Campbell Foundation,Kindle Edition,596,2020,1949,,2025/01/02,currently-reading,currently-reading (#187),currently-reading,,,,1,0
63049989,The Magic Mountain,Thomas Mann,"Mann, Thomas",,"=""""","=""""",0,4.13,Grapevine India,Kindle Edition,1033,2022,1924,,2024/12/28,currently-reading,currently-reading (#186),currently-reading,,,,1,0
216515441,Always Take Notes: Advice from Some of the World's Greatest Writers,Simon Akam,"Akam, Simon",Rachel Lloyd,"=""""","=""""",0,3.56,Mango Media,Kindle Edition,296,2024,,,2024/12/27,currently-reading,currently-reading (#185),currently-reading,,,,1,0
26204086,The New James Beard,James   Beard,"Beard, James",Karl Stuecklen,"=""""","=""""",0,4.27,Open Road Media,Kindle Edition,1051,2015,1981,,2024/12/25,currently-reading,currently-reading (#184),currently-reading,,,,1,0
18867280,The Silver Palate Cookbook,Julee Rosso,"Rosso, Julee",Sheila Lukins,"=""0761179585""","=""9780761179580""",0,4.00,Workman Publishing Company,Kindle Edition,466,2024,1982,,2024/12/25,currently-reading,currently-reading (#183),currently-reading,,,,1,0
20135275,Four Seasons Pasta: A Year of Inspired Recipes in the Italian Tradition,Janet Fletcher,"Fletcher, Janet",Victoria Pearson,"=""1452123772""","=""9781452123776""",0,4.07,Chronicle Books LLC,Kindle Edition,136,2021,2004,,2024/12/24,currently-reading,currently-reading (#182),currently-reading,,,,1,0
34499897,"The Best Pressure Cooker Recipes on the Planet: 200 Triple-Tested, Family-Approved, Fast & Easy Recipes",Debra A. Murray,"Murray, Debra A.",,"=""1250159318""","=""9781250159311""",0,4.20,Castle Point Books,Kindle Edition,533,2024,,,2024/12/20,currently-reading,currently-reading (#181),currently-reading,,,,1,0
126825690,"THE LOST BOOK OF HERBAL HEALING : The Definitive Guide For Living A Healthy Life. All The Information You'll Ever Need On Herbs Selection, Treatments, And Cure for Common Ailments.",Kelvin  Smith,"Smith, Kelvin",,"=""""","=""""",0,5.00,,Kindle Edition,284,2023,,,2024/12/17,currently-reading,currently-reading (#180),currently-reading,,,,1,0
20221730,The Rules of Influence: Winning When You're in the Minority,William D. Crano,"Crano, William D.",,"=""1429956720""","=""9781429956727""",0,3.50,St. Martin's Press,Kindle Edition,288,2024,2012,,2024/12/17,currently-reading,currently-reading (#179),currently-reading,,,,1,0
